	coll	measure	mfw	Cluster Errors	Adjusted Rand Index	Homogeneity	Completeness	V Measure	Purity	Entropy
ELTeC-slv_cosine-d_4000	ELTeC-slv	cosine-d	4000	2.0	0.8668438145851787	0.9571333885485142	0.9652520276996952	0.9611755647611998	0.9523809523809523	0.042866611451486056
ELTeC-slv_burrows-d_4000	ELTeC-slv	burrows-d	4000	1.0	0.938122547539994	0.9797064931261869	0.9827191677145065	0.9812105179230235	0.9761904761904762	0.02029350687381311
ELTeC-slv_eders-d_4000	ELTeC-slv	eders-d	4000	2.0	0.8668438145851787	0.9571333885485142	0.9652520276996951	0.9611755647611998	0.9285714285714286	0.042866611451486056
ELTeC-slv_cosine-d_4500	ELTeC-slv	cosine-d	4500	1.0	0.938122547539994	0.9797064931261869	0.9827191677145065	0.9812105179230235	0.9761904761904762	0.02029350687381311
ELTeC-slv_burrows-d_4500	ELTeC-slv	burrows-d	4500	1.0	0.938122547539994	0.979706493126187	0.9827191677145067	0.9812105179230236	0.9761904761904762	0.02029350687381311
ELTeC-slv_eders-d_4500	ELTeC-slv	eders-d	4500	0.0	1.0	1.0	1.0	1.0	1.0	0.0
ELTeC-slv_cosine-d_5000	ELTeC-slv	cosine-d	5000	1.0	0.938122547539994	0.979706493126187	0.9827191677145067	0.9812105179230236	0.9761904761904762	0.02029350687381311
ELTeC-slv_burrows-d_5000	ELTeC-slv	burrows-d	5000	1.0	0.938122547539994	0.979706493126187	0.9827191677145067	0.9812105179230236	0.9761904761904762	0.02029350687381311
ELTeC-slv_eders-d_5000	ELTeC-slv	eders-d	5000	1.0	0.938122547539994	0.9797064931261869	0.9827191677145065	0.9812105179230235	0.9761904761904762	0.02029350687381311
ELTeC-deu_cosine-d_0010	ELTeC-deu	cosine-d	0010	11.0	0.34450651769087526	0.7274082293793022	0.7475795302229884	0.7373559527657928	0.6666666666666666	0.272591770620698
ELTeC-deu_burrows-d_0010	ELTeC-deu	burrows-d	0010	9.0	0.40409683426443205	0.7624463901451066	0.783589312223295	0.7728732804109258	0.696969696969697	0.23755360985489343
ELTeC-deu_eders-d_0010	ELTeC-deu	eders-d	0010	10.0	0.3146853146853147	0.720795761964077	0.7543659737578065	0.7371988897047214	0.6060606060606061	0.27920423803592304
ELTeC-deu_cosine-d_0020	ELTeC-deu	cosine-d	0020	9.0	0.44933078393881454	0.7799654705280089	0.7927086860573861	0.7862854498160202	0.7272727272727273	0.22003452947199112
ELTeC-deu_burrows-d_0020	ELTeC-deu	burrows-d	0020	8.0	0.44150943396226416	0.7865779379432339	0.8029334348080088	0.7946715403033506	0.7272727272727273	0.21342206205676606
ELTeC-deu_eders-d_0020	ELTeC-deu	eders-d	0020	8.0	0.4573643410852713	0.7940651809576247	0.8044281759800808	0.7992130869417533	0.7272727272727273	0.20593481904237532
ELTeC-deu_cosine-d_0030	ELTeC-deu	cosine-d	0030	8.0	0.5105162523900574	0.8029959702356225	0.8170297488852084	0.8099520744318643	0.7575757575757576	0.19700402976437736
ELTeC-deu_burrows-d_0030	ELTeC-deu	burrows-d	0030	10.0	0.29333333333333333	0.7173763920107905	0.7534837851435333	0.7349868976270322	0.696969696969697	0.28262360798920966
ELTeC-deu_eders-d_0030	ELTeC-deu	eders-d	0030	7.0	0.4934823091247672	0.8040970183261363	0.8263949278205173	0.815093504743448	0.7575757575757576	0.19590298167386377
ELTeC-deu_cosine-d_0040	ELTeC-deu	cosine-d	0040	6.0	0.48470209339774556	0.7987018246831703	0.8525136417079272	0.8247308907390538	0.7575757575757576	0.20129817531682953
ELTeC-deu_burrows-d_0040	ELTeC-deu	burrows-d	0040	5.0	0.5842293906810035	0.8423282765538793	0.8747045782150724	0.8582111842709428	0.8181818181818182	0.15767172344612063
ELTeC-deu_eders-d_0040	ELTeC-deu	eders-d	0040	8.0	0.42657342657342656	0.7656394876070451	0.8041760860856908	0.7844347792373241	0.696969696969697	0.23436051239295486
ELTeC-deu_cosine-d_0050	ELTeC-deu	cosine-d	0050	5.0	0.6744186046511628	0.8730722917672317	0.8844663738033145	0.8787323990016848	0.8484848484848485	0.1269277082327682
ELTeC-deu_burrows-d_0050	ELTeC-deu	burrows-d	0050	5.0	0.6226415094339622	0.8589725813376161	0.8768333967550055	0.8678110983824348	0.8181818181818182	0.14102741866238394
ELTeC-deu_eders-d_0050	ELTeC-deu	eders-d	0050	5.0	0.6226415094339622	0.8555532113843295	0.8764019816164816	0.8658521108002127	0.8181818181818182	0.14444678861567048
ELTeC-deu_cosine-d_0100	ELTeC-deu	cosine-d	0100	2.0	0.8428290766208252	0.943148613298841	0.9513188162261641	0.9472160970893684	0.9393939393939394	0.05685138670115903
ELTeC-deu_burrows-d_0100	ELTeC-deu	burrows-d	0100	3.0	0.7205882352941176	0.8974301120567073	0.9253528609292826	0.9111776157480527	0.8787878787878788	0.10256988794329283
ELTeC-deu_eders-d_0100	ELTeC-deu	eders-d	0100	5.0	0.6029411764705882	0.8514853383232253	0.875884793291922	0.8635127421718127	0.8181818181818182	0.14851466167677463
ELTeC-deu_cosine-d_0150	ELTeC-deu	cosine-d	0150	2.0	0.8428290766208252	0.943148613298841	0.9513188162261641	0.9472160970893684	0.9393939393939394	0.05685138670115903
ELTeC-deu_burrows-d_0150	ELTeC-deu	burrows-d	0150	3.0	0.7318435754189944	0.9006232095186458	0.925597826208793	0.9129397467832705	0.8787878787878788	0.0993767904813543
ELTeC-deu_eders-d_0150	ELTeC-deu	eders-d	0150	3.0	0.7318435754189944	0.9006232095186458	0.9255978262087932	0.9129397467832704	0.8787878787878788	0.09937679048135431
ELTeC-deu_cosine-d_0200	ELTeC-deu	cosine-d	0200	2.0	0.8428290766208252	0.943148613298841	0.9513188162261641	0.9472160970893684	0.9393939393939394	0.05685138670115903
ELTeC-deu_burrows-d_0200	ELTeC-deu	burrows-d	0200	3.0	0.7799607072691552	0.9190170655007136	0.9269782243392463	0.9229804780153835	0.9090909090909091	0.0809829344992864
ELTeC-deu_eders-d_0200	ELTeC-deu	eders-d	0200	3.0	0.7318435754189944	0.9006232095186458	0.925597826208793	0.9129397467832705	0.8787878787878788	0.0993767904813543
ELTeC-deu_cosine-d_0250	ELTeC-deu	cosine-d	0250	2.0	0.8428290766208252	0.943148613298841	0.9513188162261641	0.9472160970893684	0.9393939393939394	0.05685138670115903
ELTeC-deu_burrows-d_0250	ELTeC-deu	burrows-d	0250	3.0	0.7318435754189944	0.9006232095186458	0.925597826208793	0.9129397467832705	0.8787878787878788	0.0993767904813543
ELTeC-deu_eders-d_0250	ELTeC-deu	eders-d	0250	3.0	0.7318435754189944	0.9006232095186458	0.925597826208793	0.9129397467832705	0.8787878787878788	0.0993767904813543
ELTeC-deu_cosine-d_0300	ELTeC-deu	cosine-d	0300	2.0	0.8428290766208252	0.943148613298841	0.9513188162261641	0.9472160970893684	0.9393939393939394	0.05685138670115903
ELTeC-deu_burrows-d_0300	ELTeC-deu	burrows-d	0300	3.0	0.7799607072691552	0.9190170655007136	0.9269782243392463	0.9229804780153835	0.9090909090909091	0.0809829344992864
ELTeC-deu_eders-d_0300	ELTeC-deu	eders-d	0300	3.0	0.7318435754189944	0.9006232095186458	0.925597826208793	0.9129397467832705	0.8787878787878788	0.0993767904813543
ELTeC-deu_cosine-d_0350	ELTeC-deu	cosine-d	0350	2.0	0.8428290766208252	0.943148613298841	0.9513188162261641	0.9472160970893684	0.9393939393939394	0.05685138670115903
ELTeC-deu_burrows-d_0350	ELTeC-deu	burrows-d	0350	3.0	0.7799607072691552	0.9190170655007136	0.9269782243392463	0.9229804780153835	0.9090909090909091	0.0809829344992864
ELTeC-deu_eders-d_0350	ELTeC-deu	eders-d	0350	3.0	0.7799607072691552	0.9190170655007136	0.9269782243392463	0.9229804780153835	0.9090909090909091	0.0809829344992864
ELTeC-deu_cosine-d_0400	ELTeC-deu	cosine-d	0400	2.0	0.8428290766208252	0.943148613298841	0.9513188162261641	0.9472160970893684	0.9393939393939394	0.05685138670115903
ELTeC-deu_burrows-d_0400	ELTeC-deu	burrows-d	0400	3.0	0.7318435754189944	0.9006232095186456	0.925597826208793	0.9129397467832704	0.8787878787878788	0.0993767904813543
ELTeC-deu_eders-d_0400	ELTeC-deu	eders-d	0400	3.0	0.7318435754189944	0.9006232095186458	0.925597826208793	0.9129397467832705	0.8787878787878788	0.0993767904813543
ELTeC-deu_cosine-d_0450	ELTeC-deu	cosine-d	0450	2.0	0.8428290766208252	0.943148613298841	0.9513188162261641	0.9472160970893684	0.9393939393939394	0.05685138670115903
ELTeC-deu_burrows-d_0450	ELTeC-deu	burrows-d	0450	3.0	0.7318435754189944	0.9006232095186456	0.925597826208793	0.9129397467832704	0.8787878787878788	0.0993767904813543
ELTeC-deu_eders-d_0450	ELTeC-deu	eders-d	0450	3.0	0.7318435754189944	0.9006232095186458	0.925597826208793	0.9129397467832705	0.8787878787878788	0.0993767904813543
ELTeC-deu_cosine-d_0500	ELTeC-deu	cosine-d	0500	2.0	0.8428290766208252	0.943148613298841	0.9513188162261641	0.9472160970893684	0.9393939393939394	0.05685138670115903
ELTeC-deu_burrows-d_0500	ELTeC-deu	burrows-d	0500	3.0	0.7318435754189944	0.9006232095186456	0.925597826208793	0.9129397467832704	0.8787878787878788	0.0993767904813543
ELTeC-deu_eders-d_0500	ELTeC-deu	eders-d	0500	3.0	0.7318435754189944	0.9006232095186458	0.925597826208793	0.9129397467832705	0.8787878787878788	0.0993767904813543
ELTeC-deu_cosine-d_0600	ELTeC-deu	cosine-d	0600	1.0	0.9203187250996016	0.9715743066494205	0.9757643809260153	0.9736648359117753	0.9696969696969697	0.028425693350579515
ELTeC-deu_burrows-d_0600	ELTeC-deu	burrows-d	0600	2.0	0.7676950998185118	0.9190170655007135	0.9501043259881182	0.9343021738075816	0.8787878787878788	0.0809829344992864
ELTeC-deu_eders-d_0600	ELTeC-deu	eders-d	0600	3.0	0.7318435754189944	0.9006232095186458	0.925597826208793	0.9129397467832705	0.8787878787878788	0.0993767904813543
ELTeC-deu_cosine-d_0700	ELTeC-deu	cosine-d	0700	1.0	0.9203187250996016	0.9715743066494205	0.975764380926015	0.9736648359117752	0.9696969696969697	0.028425693350579515
ELTeC-deu_burrows-d_0700	ELTeC-deu	burrows-d	0700	2.0	0.7676950998185118	0.9190170655007135	0.9501043259881182	0.9343021738075816	0.8787878787878788	0.0809829344992864
ELTeC-deu_eders-d_0700	ELTeC-deu	eders-d	0700	3.0	0.7318435754189944	0.9006232095186458	0.925597826208793	0.9129397467832705	0.8787878787878788	0.0993767904813543
ELTeC-deu_cosine-d_0800	ELTeC-deu	cosine-d	0800	1.0	0.9203187250996016	0.9715743066494205	0.9757643809260153	0.9736648359117753	0.9696969696969697	0.028425693350579515
ELTeC-deu_burrows-d_0800	ELTeC-deu	burrows-d	0800	2.0	0.8428290766208252	0.943148613298841	0.9513188162261641	0.9472160970893684	0.9393939393939394	0.05685138670115903
ELTeC-deu_eders-d_0800	ELTeC-deu	eders-d	0800	3.0	0.7318435754189944	0.9006232095186458	0.925597826208793	0.9129397467832705	0.8787878787878788	0.0993767904813543
ELTeC-deu_cosine-d_0900	ELTeC-deu	cosine-d	0900	1.0	0.9203187250996016	0.9715743066494205	0.9757643809260153	0.9736648359117753	0.9696969696969697	0.028425693350579515
ELTeC-deu_burrows-d_0900	ELTeC-deu	burrows-d	0900	2.0	0.8428290766208252	0.943148613298841	0.9513188162261641	0.9472160970893684	0.9393939393939394	0.05685138670115903
ELTeC-deu_eders-d_0900	ELTeC-deu	eders-d	0900	2.0	0.7676950998185118	0.9190170655007136	0.9501043259881182	0.9343021738075817	0.8787878787878788	0.0809829344992864
ELTeC-deu_cosine-d_1000	ELTeC-deu	cosine-d	1000	1.0	0.9203187250996016	0.9715743066494205	0.9757643809260153	0.9736648359117753	0.9696969696969697	0.028425693350579515
ELTeC-deu_burrows-d_1000	ELTeC-deu	burrows-d	1000	2.0	0.8428290766208252	0.943148613298841	0.9513188162261641	0.9472160970893684	0.9393939393939394	0.05685138670115903
ELTeC-deu_eders-d_1000	ELTeC-deu	eders-d	1000	2.0	0.7676950998185118	0.9190170655007135	0.9501043259881182	0.9343021738075816	0.8787878787878788	0.0809829344992864
ELTeC-deu_cosine-d_1200	ELTeC-deu	cosine-d	1200	0.0	1.0	1.0	1.0	1.0	1.0	0.0
ELTeC-deu_burrows-d_1200	ELTeC-deu	burrows-d	1200	2.0	0.8428290766208252	0.943148613298841	0.9513188162261641	0.9472160970893684	0.9393939393939394	0.05685138670115903
ELTeC-deu_eders-d_1200	ELTeC-deu	eders-d	1200	2.0	0.7676950998185118	0.9190170655007136	0.9501043259881182	0.9343021738075817	0.8787878787878788	0.0809829344992864
ELTeC-deu_cosine-d_1400	ELTeC-deu	cosine-d	1400	0.0	1.0	1.0	1.0	1.0	1.0	0.0
ELTeC-deu_burrows-d_1400	ELTeC-deu	burrows-d	1400	1.0	0.9203187250996016	0.9715743066494205	0.975764380926015	0.9736648359117752	0.9696969696969697	0.028425693350579515
ELTeC-deu_eders-d_1400	ELTeC-deu	eders-d	1400	2.0	0.8428290766208252	0.943148613298841	0.9513188162261641	0.9472160970893684	0.9393939393939394	0.05685138670115903
ELTeC-deu_cosine-d_1600	ELTeC-deu	cosine-d	1600	0.0	1.0	1.0	1.0	1.0	1.0	0.0
ELTeC-deu_burrows-d_1600	ELTeC-deu	burrows-d	1600	1.0	0.9203187250996016	0.9715743066494205	0.975764380926015	0.9736648359117752	0.9696969696969697	0.028425693350579515
ELTeC-deu_eders-d_1600	ELTeC-deu	eders-d	1600	2.0	0.8428290766208252	0.943148613298841	0.9513188162261641	0.9472160970893684	0.9393939393939394	0.05685138670115903
ELTeC-deu_cosine-d_1800	ELTeC-deu	cosine-d	1800	0.0	1.0	1.0	1.0	1.0	1.0	0.0
ELTeC-deu_burrows-d_1800	ELTeC-deu	burrows-d	1800	1.0	0.9203187250996016	0.9715743066494205	0.975764380926015	0.9736648359117752	0.9696969696969697	0.028425693350579515
ELTeC-deu_eders-d_1800	ELTeC-deu	eders-d	1800	2.0	0.8428290766208252	0.943148613298841	0.9513188162261641	0.9472160970893684	0.9393939393939394	0.05685138670115903
ELTeC-deu_cosine-d_2000	ELTeC-deu	cosine-d	2000	0.0	1.0	1.0	1.0	1.0	1.0	0.0
ELTeC-deu_burrows-d_2000	ELTeC-deu	burrows-d	2000	1.0	0.9203187250996016	0.9715743066494205	0.9757643809260153	0.9736648359117753	0.9696969696969697	0.028425693350579515
ELTeC-deu_eders-d_2000	ELTeC-deu	eders-d	2000	2.0	0.8428290766208252	0.943148613298841	0.9513188162261641	0.9472160970893684	0.9393939393939394	0.05685138670115903
ELTeC-deu_cosine-d_2500	ELTeC-deu	cosine-d	2500	0.0	1.0	1.0	1.0	1.0	1.0	0.0
ELTeC-deu_burrows-d_2500	ELTeC-deu	burrows-d	2500	1.0	0.9203187250996016	0.9715743066494205	0.9757643809260153	0.9736648359117753	0.9696969696969697	0.028425693350579515
ELTeC-deu_eders-d_2500	ELTeC-deu	eders-d	2500	1.0	0.9203187250996016	0.9715743066494205	0.9757643809260153	0.9736648359117753	0.9696969696969697	0.028425693350579515
ELTeC-deu_cosine-d_3000	ELTeC-deu	cosine-d	3000	0.0	1.0	1.0	1.0	1.0	1.0	0.0
ELTeC-deu_burrows-d_3000	ELTeC-deu	burrows-d	3000	1.0	0.9203187250996016	0.9715743066494205	0.9757643809260153	0.9736648359117753	0.9696969696969697	0.028425693350579515
ELTeC-deu_eders-d_3000	ELTeC-deu	eders-d	3000	1.0	0.9203187250996016	0.9715743066494205	0.9757643809260153	0.9736648359117753	0.9696969696969697	0.028425693350579515
ELTeC-deu_cosine-d_3500	ELTeC-deu	cosine-d	3500	0.0	1.0	1.0	1.0	1.0	1.0	0.0
ELTeC-deu_burrows-d_3500	ELTeC-deu	burrows-d	3500	1.0	0.9203187250996016	0.9715743066494205	0.9757643809260153	0.9736648359117753	0.9696969696969697	0.028425693350579515
ELTeC-deu_eders-d_3500	ELTeC-deu	eders-d	3500	1.0	0.9203187250996016	0.9715743066494205	0.9757643809260153	0.9736648359117753	0.9696969696969697	0.028425693350579515
ELTeC-deu_cosine-d_4000	ELTeC-deu	cosine-d	4000	0.0	1.0	1.0	1.0	1.0	1.0	0.0
ELTeC-deu_burrows-d_4000	ELTeC-deu	burrows-d	4000	1.0	0.9203187250996016	0.9715743066494205	0.9757643809260153	0.9736648359117753	0.9696969696969697	0.028425693350579515
ELTeC-deu_eders-d_4000	ELTeC-deu	eders-d	4000	1.0	0.9203187250996016	0.9715743066494205	0.9757643809260153	0.9736648359117753	0.9696969696969697	0.028425693350579515
ELTeC-deu_cosine-d_4500	ELTeC-deu	cosine-d	4500	0.0	1.0	1.0	1.0	1.0	1.0	0.0
ELTeC-deu_burrows-d_4500	ELTeC-deu	burrows-d	4500	0.0	1.0	1.0	1.0	1.0	1.0	0.0
ELTeC-deu_eders-d_4500	ELTeC-deu	eders-d	4500	1.0	0.9203187250996016	0.9715743066494205	0.9757643809260153	0.9736648359117753	0.9696969696969697	0.028425693350579515
ELTeC-deu_cosine-d_5000	ELTeC-deu	cosine-d	5000	0.0	1.0	1.0	1.0	1.0	1.0	0.0
ELTeC-deu_burrows-d_5000	ELTeC-deu	burrows-d	5000	0.0	1.0	1.0	1.0	1.0	1.0	0.0
ELTeC-deu_eders-d_5000	ELTeC-deu	eders-d	5000	1.0	0.9203187250996016	0.9715743066494205	0.9757643809260153	0.9736648359117753	0.9696969696969697	0.028425693350579515
ELTeC-rom_cosine-d_0010	ELTeC-rom	cosine-d	0010	5.0	0.5162523900573613	0.7950710069143961	0.806047243200796	0.8005215020516107	0.75	0.20492899308560372
ELTeC-rom_burrows-d_0010	ELTeC-rom	burrows-d	0010	5.0	0.4045307443365696	0.7276438822994886	0.7918162205916915	0.7583749355744813	0.7083333333333334	0.27235611770051127
ELTeC-rom_eders-d_0010	ELTeC-rom	eders-d	0010	4.0	0.5490196078431372	0.8041685351373626	0.8401102662840674	0.8217465816715395	0.7916666666666666	0.19583146486263717
ELTeC-rom_cosine-d_0020	ELTeC-rom	cosine-d	0020	2.0	0.7130124777183601	0.888888888888889	0.920733810403156	0.9045311533855958	0.8333333333333334	0.11111111111111112
ELTeC-rom_burrows-d_0020	ELTeC-rom	burrows-d	0020	3.0	0.6170026292725679	0.8438178819744926	0.8802562099368345	0.8616519836921215	0.7916666666666666	0.15618211802550738
ELTeC-rom_eders-d_0020	ELTeC-rom	eders-d	0020	4.0	0.5241379310344827	0.7922969660780108	0.8381023861322066	0.814556233594077	0.7916666666666666	0.20770303392198913
ELTeC-rom_cosine-d_0030	ELTeC-rom	cosine-d	0030	4.0	0.5896713615023474	0.8282704447694406	0.8440372716371852	0.8360795319214216	0.7916666666666666	0.17172955523055947
ELTeC-rom_burrows-d_0030	ELTeC-rom	burrows-d	0030	4.0	0.6042065009560229	0.8333333333333334	0.8448377945606369	0.8390461303558779	0.8333333333333334	0.16666666666666666
ELTeC-rom_eders-d_0030	ELTeC-rom	eders-d	0030	4.0	0.5756457564575646	0.821461764273981	0.8429475965997557	0.8320660003135815	0.7916666666666666	0.17853823572601868
ELTeC-rom_cosine-d_0040	ELTeC-rom	cosine-d	0040	1.0	0.7782646801051709	0.9166666666666666	0.9599317575484829	0.9378004724558576	0.875	0.08333333333333334
ELTeC-rom_burrows-d_0040	ELTeC-rom	burrows-d	0040	3.0	0.7088607594936709	0.8784043402477296	0.8844261150871986	0.8814049425682626	0.875	0.1215956597522704
ELTeC-rom_eders-d_0040	ELTeC-rom	eders-d	0040	4.0	0.5896713615023474	0.8282704447694406	0.8440372716371852	0.8360795319214216	0.7916666666666666	0.17172955523055947
ELTeC-rom_cosine-d_0050	ELTeC-rom	cosine-d	0050	3.0	0.7088607594936709	0.8784043402477296	0.8844261150871986	0.8814049425682626	0.875	0.1215956597522704
ELTeC-rom_burrows-d_0050	ELTeC-rom	burrows-d	0050	3.0	0.7088607594936709	0.8784043402477296	0.8844261150871986	0.8814049425682626	0.875	0.1215956597522704
ELTeC-rom_eders-d_0050	ELTeC-rom	eders-d	0050	4.0	0.5896713615023474	0.8282704447694405	0.8440372716371851	0.8360795319214214	0.7916666666666666	0.17172955523055947
ELTeC-rom_cosine-d_0100	ELTeC-rom	cosine-d	0100	2.0	0.7130124777183601	0.8888888888888888	0.9207338104031559	0.9045311533855956	0.8333333333333334	0.11111111111111112
ELTeC-rom_burrows-d_0100	ELTeC-rom	burrows-d	0100	3.0	0.7088607594936709	0.8784043402477296	0.8844261150871986	0.8814049425682626	0.875	0.1215956597522704
ELTeC-rom_eders-d_0100	ELTeC-rom	eders-d	0100	3.0	0.7088607594936709	0.8784043402477296	0.8844261150871986	0.8814049425682626	0.875	0.1215956597522704
ELTeC-rom_cosine-d_0150	ELTeC-rom	cosine-d	0150	3.0	0.7088607594936709	0.8784043402477296	0.8844261150871986	0.8814049425682626	0.875	0.1215956597522704
ELTeC-rom_burrows-d_0150	ELTeC-rom	burrows-d	0150	3.0	0.7088607594936709	0.8784043402477296	0.8844261150871986	0.8814049425682626	0.875	0.1215956597522704
ELTeC-rom_eders-d_0150	ELTeC-rom	eders-d	0150	3.0	0.7088607594936709	0.8784043402477296	0.8844261150871986	0.8814049425682626	0.875	0.1215956597522704
ELTeC-rom_cosine-d_0200	ELTeC-rom	cosine-d	0200	3.0	0.7088607594936709	0.8784043402477296	0.8844261150871986	0.8814049425682626	0.875	0.1215956597522704
ELTeC-rom_burrows-d_0200	ELTeC-rom	burrows-d	0200	3.0	0.7088607594936709	0.8784043402477296	0.8844261150871986	0.8814049425682626	0.875	0.1215956597522704
ELTeC-rom_eders-d_0200	ELTeC-rom	eders-d	0200	3.0	0.7088607594936709	0.8784043402477296	0.8844261150871986	0.8814049425682626	0.875	0.1215956597522704
